,target
39289,<=50K.
39290,<=50K.
39291,<=50K.
39292,<=50K.
39293,>50K.
39294,<=50K.
39295,>50K.
39296,>50K.
39297,<=50K.
39298,<=50K.
39299,>50K.
39300,<=50K.
39301,>50K.
39302,>50K.
39303,<=50K.
39304,<=50K.
39305,<=50K.
39306,>50K.
39307,<=50K.
39308,<=50K.
39309,<=50K.
39310,>50K.
39311,<=50K.
39312,<=50K.
39313,>50K.
39314,<=50K.
39315,<=50K.
39316,>50K.
39317,>50K.
39318,>50K.
39319,<=50K.
39320,>50K.
39321,>50K.
39322,>50K.
39323,<=50K.
39324,<=50K.
39325,<=50K.
39326,>50K.
39327,<=50K.
39328,>50K.
39329,<=50K.
39330,<=50K.
39331,<=50K.
39332,<=50K.
39333,>50K.
39334,<=50K.
39335,<=50K.
39336,<=50K.
39337,<=50K.
39338,<=50K.
39339,<=50K.
39340,>50K.
39341,>50K.
39342,<=50K.
39343,<=50K.
39344,>50K.
39345,<=50K.
39346,<=50K.
39347,<=50K.
39348,<=50K.
39349,>50K.
39350,>50K.
39351,<=50K.
39352,<=50K.
39353,<=50K.
39354,<=50K.
39355,<=50K.
39356,<=50K.
39357,<=50K.
39358,<=50K.
39359,<=50K.
39360,<=50K.
39361,<=50K.
39362,<=50K.
39363,<=50K.
39364,>50K.
39365,<=50K.
39366,<=50K.
39367,<=50K.
39368,<=50K.
39369,<=50K.
39370,>50K.
39371,<=50K.
39372,<=50K.
39373,<=50K.
39374,<=50K.
39375,<=50K.
39376,<=50K.
39377,>50K.
39378,<=50K.
39379,<=50K.
39380,<=50K.
39381,>50K.
39382,>50K.
39383,<=50K.
39384,<=50K.
39385,>50K.
39386,<=50K.
39387,<=50K.
39388,<=50K.
39389,<=50K.
39390,<=50K.
39391,<=50K.
39392,<=50K.
39393,>50K.
39394,<=50K.
39395,<=50K.
39396,<=50K.
39397,<=50K.
39398,>50K.
39399,>50K.
39400,<=50K.
39401,<=50K.
39402,>50K.
39403,<=50K.
39404,<=50K.
39405,<=50K.
39406,<=50K.
39407,<=50K.
39408,<=50K.
39409,<=50K.
39410,<=50K.
39411,<=50K.
39412,<=50K.
39413,<=50K.
39414,<=50K.
39415,<=50K.
39416,<=50K.
39417,>50K.
39418,>50K.
39419,<=50K.
39420,>50K.
39421,<=50K.
39422,<=50K.
39423,<=50K.
39424,>50K.
39425,<=50K.
39426,<=50K.
39427,<=50K.
39428,>50K.
39429,<=50K.
39430,>50K.
39431,<=50K.
39432,<=50K.
39433,<=50K.
39434,>50K.
39435,<=50K.
39436,<=50K.
39437,<=50K.
39438,<=50K.
39439,<=50K.
39440,<=50K.
39441,<=50K.
39442,<=50K.
39443,<=50K.
39444,>50K.
39445,<=50K.
39446,<=50K.
39447,>50K.
39448,<=50K.
39449,<=50K.
39450,<=50K.
39451,<=50K.
39452,>50K.
39453,<=50K.
39454,<=50K.
39455,>50K.
39456,<=50K.
39457,<=50K.
39458,<=50K.
39459,<=50K.
39460,<=50K.
39461,<=50K.
39462,>50K.
39463,<=50K.
39464,<=50K.
39465,<=50K.
39466,>50K.
39467,<=50K.
39468,<=50K.
39469,<=50K.
39470,>50K.
39471,<=50K.
39472,>50K.
39473,<=50K.
39474,<=50K.
39475,>50K.
39476,<=50K.
39477,<=50K.
39478,<=50K.
39479,<=50K.
39480,<=50K.
39481,<=50K.
39482,>50K.
39483,<=50K.
39484,<=50K.
39485,<=50K.
39486,<=50K.
39487,<=50K.
39488,>50K.
39489,<=50K.
39490,<=50K.
39491,<=50K.
39492,>50K.
39493,<=50K.
39494,>50K.
39495,>50K.
39496,<=50K.
39497,<=50K.
39498,<=50K.
39499,<=50K.
39500,<=50K.
39501,>50K.
39502,<=50K.
39503,<=50K.
39504,>50K.
39505,<=50K.
39506,<=50K.
39507,>50K.
39508,>50K.
39509,<=50K.
39510,>50K.
39511,>50K.
39512,<=50K.
39513,<=50K.
39514,<=50K.
39515,<=50K.
39516,>50K.
39517,>50K.
39518,<=50K.
39519,<=50K.
39520,<=50K.
39521,>50K.
39522,<=50K.
39523,<=50K.
39524,<=50K.
39525,>50K.
39526,<=50K.
39527,<=50K.
39528,<=50K.
39529,<=50K.
39530,>50K.
39531,<=50K.
39532,<=50K.
39533,>50K.
39534,<=50K.
39535,<=50K.
39536,<=50K.
39537,<=50K.
39538,<=50K.
39539,>50K.
39540,<=50K.
39541,<=50K.
39542,>50K.
39543,<=50K.
39544,<=50K.
39545,<=50K.
39546,<=50K.
39547,<=50K.
39548,<=50K.
39549,<=50K.
39550,<=50K.
39551,<=50K.
39552,<=50K.
39553,>50K.
39554,<=50K.
39555,<=50K.
39556,<=50K.
39557,<=50K.
39558,<=50K.
39559,<=50K.
39560,>50K.
39561,>50K.
39562,<=50K.
39563,<=50K.
39564,<=50K.
39565,>50K.
39566,<=50K.
39567,>50K.
39568,<=50K.
39569,>50K.
39570,<=50K.
39571,>50K.
39572,<=50K.
39573,<=50K.
39574,<=50K.
39575,<=50K.
39576,<=50K.
39577,<=50K.
39578,>50K.
39579,<=50K.
39580,<=50K.
39581,<=50K.
39582,<=50K.
39583,<=50K.
39584,<=50K.
39585,<=50K.
39586,<=50K.
39587,<=50K.
39588,<=50K.
39589,<=50K.
39590,<=50K.
39591,<=50K.
39592,<=50K.
39593,<=50K.
39594,>50K.
39595,<=50K.
39596,<=50K.
39597,<=50K.
39598,<=50K.
39599,<=50K.
39600,<=50K.
39601,<=50K.
39602,<=50K.
39603,<=50K.
39604,<=50K.
39605,<=50K.
39606,<=50K.
39607,<=50K.
39608,<=50K.
39609,<=50K.
39610,<=50K.
39611,<=50K.
39612,>50K.
39613,<=50K.
39614,>50K.
39615,>50K.
39616,<=50K.
39617,<=50K.
39618,<=50K.
39619,<=50K.
39620,<=50K.
39621,<=50K.
39622,>50K.
39623,>50K.
39624,<=50K.
39625,<=50K.
39626,<=50K.
39627,<=50K.
39628,<=50K.
39629,<=50K.
39630,<=50K.
39631,>50K.
39632,<=50K.
39633,<=50K.
39634,<=50K.
39635,<=50K.
39636,>50K.
39637,>50K.
39638,<=50K.
39639,<=50K.
39640,<=50K.
39641,>50K.
39642,>50K.
39643,<=50K.
39644,<=50K.
39645,<=50K.
39646,>50K.
39647,<=50K.
39648,<=50K.
39649,<=50K.
39650,>50K.
39651,>50K.
39652,<=50K.
39653,<=50K.
39654,<=50K.
39655,<=50K.
39656,<=50K.
39657,<=50K.
39658,<=50K.
39659,<=50K.
39660,<=50K.
39661,>50K.
39662,<=50K.
39663,<=50K.
39664,<=50K.
39665,<=50K.
39666,<=50K.
39667,<=50K.
39668,<=50K.
39669,<=50K.
39670,>50K.
39671,<=50K.
39672,<=50K.
39673,<=50K.
39674,<=50K.
39675,<=50K.
39676,<=50K.
39677,<=50K.
39678,<=50K.
39679,<=50K.
39680,<=50K.
39681,<=50K.
39682,<=50K.
39683,<=50K.
39684,<=50K.
39685,<=50K.
39686,<=50K.
39687,<=50K.
39688,<=50K.
39689,<=50K.
39690,<=50K.
39691,>50K.
39692,<=50K.
39693,<=50K.
39694,<=50K.
39695,<=50K.
39696,<=50K.
39697,<=50K.
39698,>50K.
39699,<=50K.
39700,<=50K.
39701,<=50K.
39702,<=50K.
39703,<=50K.
39704,>50K.
39705,<=50K.
39706,<=50K.
39707,>50K.
39708,<=50K.
39709,<=50K.
39710,>50K.
39711,<=50K.
39712,<=50K.
39713,<=50K.
39714,<=50K.
39715,>50K.
39716,>50K.
39717,<=50K.
39718,<=50K.
39719,<=50K.
39720,>50K.
39721,<=50K.
39722,<=50K.
39723,>50K.
39724,<=50K.
39725,<=50K.
39726,<=50K.
39727,<=50K.
39728,<=50K.
39729,<=50K.
39730,<=50K.
39731,>50K.
39732,<=50K.
39733,<=50K.
39734,<=50K.
39735,>50K.
39736,>50K.
39737,<=50K.
39738,>50K.
39739,<=50K.
39740,>50K.
39741,<=50K.
39742,<=50K.
39743,<=50K.
39744,>50K.
39745,<=50K.
39746,>50K.
39747,<=50K.
39748,<=50K.
39749,>50K.
39750,>50K.
39751,<=50K.
39752,>50K.
39753,<=50K.
39754,<=50K.
39755,<=50K.
39756,<=50K.
39757,<=50K.
39758,<=50K.
39759,<=50K.
39760,<=50K.
39761,<=50K.
39762,<=50K.
39763,>50K.
39764,<=50K.
39765,>50K.
39766,<=50K.
39767,<=50K.
39768,<=50K.
39769,>50K.
39770,>50K.
39771,<=50K.
39772,<=50K.
39773,<=50K.
39774,<=50K.
39775,<=50K.
39776,<=50K.
39777,<=50K.
39778,<=50K.
39779,>50K.
39780,>50K.
39781,>50K.
39782,<=50K.
39783,<=50K.
39784,>50K.
39785,<=50K.
39786,<=50K.
39787,<=50K.
39788,>50K.
39789,<=50K.
39790,<=50K.
39791,<=50K.
39792,<=50K.
39793,<=50K.
39794,<=50K.
39795,<=50K.
39796,<=50K.
39797,<=50K.
39798,>50K.
39799,<=50K.
39800,<=50K.
39801,<=50K.
39802,<=50K.
39803,<=50K.
39804,<=50K.
39805,<=50K.
39806,<=50K.
39807,>50K.
39808,<=50K.
39809,>50K.
39810,<=50K.
39811,<=50K.
39812,>50K.
39813,<=50K.
39814,<=50K.
39815,>50K.
39816,<=50K.
39817,<=50K.
39818,<=50K.
39819,<=50K.
39820,>50K.
39821,<=50K.
39822,<=50K.
39823,<=50K.
39824,<=50K.
39825,<=50K.
39826,<=50K.
39827,<=50K.
39828,<=50K.
39829,<=50K.
39830,>50K.
39831,<=50K.
39832,<=50K.
39833,<=50K.
39834,<=50K.
39835,<=50K.
39836,<=50K.
39837,>50K.
39838,<=50K.
39839,>50K.
39840,<=50K.
39841,<=50K.
39842,<=50K.
39843,<=50K.
39844,<=50K.
39845,<=50K.
39846,<=50K.
39847,<=50K.
39848,<=50K.
39849,>50K.
39850,<=50K.
39851,>50K.
39852,>50K.
39853,<=50K.
39854,<=50K.
39855,<=50K.
39856,>50K.
39857,>50K.
39858,<=50K.
39859,<=50K.
39860,<=50K.
39861,>50K.
39862,<=50K.
39863,>50K.
39864,<=50K.
39865,<=50K.
39866,>50K.
39867,<=50K.
39868,<=50K.
39869,<=50K.
39870,<=50K.
39871,<=50K.
39872,>50K.
39873,<=50K.
39874,<=50K.
39875,<=50K.
39876,<=50K.
39877,<=50K.
39878,>50K.
39879,>50K.
39880,<=50K.
39881,<=50K.
39882,>50K.
39883,>50K.
39884,<=50K.
39885,<=50K.
39886,>50K.
39887,>50K.
39888,>50K.
39889,<=50K.
39890,<=50K.
39891,<=50K.
39892,>50K.
39893,>50K.
39894,<=50K.
39895,>50K.
39896,<=50K.
39897,<=50K.
39898,>50K.
39899,<=50K.
39900,>50K.
39901,>50K.
39902,<=50K.
39903,<=50K.
39904,<=50K.
39905,>50K.
39906,>50K.
39907,<=50K.
39908,<=50K.
39909,<=50K.
39910,>50K.
39911,<=50K.
39912,<=50K.
39913,<=50K.
39914,<=50K.
39915,>50K.
39916,>50K.
39917,>50K.
39918,<=50K.
39919,<=50K.
39920,>50K.
39921,<=50K.
39922,>50K.
39923,<=50K.
39924,<=50K.
39925,>50K.
39926,<=50K.
39927,>50K.
39928,<=50K.
39929,<=50K.
39930,>50K.
39931,>50K.
39932,>50K.
39933,<=50K.
39934,<=50K.
39935,<=50K.
39936,<=50K.
39937,<=50K.
39938,<=50K.
39939,<=50K.
39940,>50K.
39941,<=50K.
39942,<=50K.
39943,<=50K.
39944,<=50K.
39945,<=50K.
39946,<=50K.
39947,<=50K.
39948,>50K.
39949,<=50K.
39950,>50K.
39951,>50K.
39952,>50K.
39953,<=50K.
39954,>50K.
39955,<=50K.
39956,<=50K.
39957,>50K.
39958,<=50K.
39959,<=50K.
39960,>50K.
39961,<=50K.
39962,<=50K.
39963,<=50K.
39964,<=50K.
39965,<=50K.
39966,<=50K.
39967,<=50K.
39968,<=50K.
39969,<=50K.
39970,<=50K.
39971,<=50K.
39972,>50K.
39973,>50K.
39974,<=50K.
39975,>50K.
39976,<=50K.
39977,<=50K.
39978,<=50K.
39979,>50K.
39980,<=50K.
39981,<=50K.
39982,>50K.
39983,>50K.
39984,<=50K.
39985,>50K.
39986,<=50K.
39987,>50K.
39988,>50K.
39989,<=50K.
39990,<=50K.
39991,<=50K.
39992,>50K.
39993,<=50K.
39994,<=50K.
39995,<=50K.
39996,<=50K.
39997,<=50K.
39998,<=50K.
39999,>50K.
40000,<=50K.
40001,>50K.
40002,<=50K.
40003,<=50K.
40004,<=50K.
40005,<=50K.
40006,<=50K.
40007,<=50K.
40008,>50K.
40009,<=50K.
40010,<=50K.
40011,<=50K.
40012,>50K.
40013,<=50K.
40014,<=50K.
40015,<=50K.
40016,>50K.
40017,<=50K.
40018,<=50K.
40019,>50K.
40020,<=50K.
40021,<=50K.
40022,<=50K.
40023,<=50K.
40024,>50K.
40025,<=50K.
40026,>50K.
40027,<=50K.
40028,<=50K.
40029,<=50K.
40030,>50K.
40031,<=50K.
40032,<=50K.
40033,<=50K.
40034,<=50K.
40035,>50K.
40036,<=50K.
40037,<=50K.
40038,<=50K.
40039,<=50K.
40040,>50K.
40041,<=50K.
40042,<=50K.
40043,<=50K.
40044,>50K.
40045,<=50K.
40046,<=50K.
40047,<=50K.
40048,<=50K.
40049,<=50K.
40050,<=50K.
40051,<=50K.
40052,<=50K.
40053,<=50K.
40054,<=50K.
40055,<=50K.
40056,<=50K.
40057,>50K.
40058,>50K.
40059,<=50K.
40060,<=50K.
40061,<=50K.
40062,<=50K.
40063,>50K.
40064,>50K.
40065,<=50K.
40066,<=50K.
40067,>50K.
40068,<=50K.
40069,>50K.
40070,<=50K.
40071,<=50K.
40072,<=50K.
40073,<=50K.
40074,<=50K.
40075,<=50K.
40076,<=50K.
40077,<=50K.
40078,<=50K.
40079,<=50K.
40080,<=50K.
40081,<=50K.
40082,<=50K.
40083,>50K.
40084,>50K.
40085,>50K.
40086,<=50K.
40087,>50K.
40088,<=50K.
40089,>50K.
40090,<=50K.
40091,<=50K.
40092,<=50K.
40093,<=50K.
40094,>50K.
40095,<=50K.
40096,>50K.
40097,<=50K.
40098,>50K.
40099,<=50K.
40100,<=50K.
40101,<=50K.
40102,<=50K.
40103,<=50K.
40104,<=50K.
40105,<=50K.
40106,>50K.
40107,<=50K.
40108,<=50K.
40109,<=50K.
40110,<=50K.
40111,<=50K.
40112,<=50K.
40113,<=50K.
40114,<=50K.
40115,<=50K.
40116,<=50K.
40117,<=50K.
40118,<=50K.
40119,<=50K.
40120,<=50K.
40121,<=50K.
40122,<=50K.
40123,>50K.
40124,<=50K.
40125,<=50K.
40126,<=50K.
40127,<=50K.
40128,<=50K.
40129,>50K.
40130,<=50K.
40131,<=50K.
40132,<=50K.
40133,<=50K.
40134,<=50K.
40135,<=50K.
40136,<=50K.
40137,>50K.
40138,<=50K.
40139,<=50K.
40140,>50K.
40141,<=50K.
40142,>50K.
40143,>50K.
40144,<=50K.
40145,>50K.
40146,<=50K.
40147,>50K.
40148,<=50K.
40149,>50K.
40150,>50K.
40151,<=50K.
40152,<=50K.
40153,<=50K.
40154,<=50K.
40155,<=50K.
40156,>50K.
40157,<=50K.
40158,<=50K.
40159,<=50K.
40160,<=50K.
40161,<=50K.
40162,<=50K.
40163,<=50K.
40164,<=50K.
40165,<=50K.
40166,<=50K.
40167,<=50K.
40168,<=50K.
40169,<=50K.
40170,>50K.
40171,<=50K.
40172,<=50K.
40173,<=50K.
40174,<=50K.
40175,>50K.
40176,<=50K.
40177,<=50K.
40178,>50K.
40179,<=50K.
40180,<=50K.
40181,<=50K.
40182,>50K.
40183,<=50K.
40184,<=50K.
40185,<=50K.
40186,>50K.
40187,<=50K.
40188,<=50K.
40189,>50K.
40190,<=50K.
40191,<=50K.
40192,<=50K.
40193,<=50K.
40194,<=50K.
40195,<=50K.
40196,<=50K.
40197,<=50K.
40198,>50K.
40199,>50K.
40200,<=50K.
40201,<=50K.
40202,>50K.
40203,<=50K.
40204,<=50K.
40205,<=50K.
40206,<=50K.
40207,<=50K.
40208,>50K.
40209,<=50K.
40210,<=50K.
40211,<=50K.
40212,<=50K.
40213,<=50K.
40214,<=50K.
40215,<=50K.
40216,<=50K.
40217,>50K.
40218,<=50K.
40219,<=50K.
40220,<=50K.
40221,<=50K.
40222,<=50K.
40223,>50K.
40224,<=50K.
40225,<=50K.
40226,<=50K.
40227,<=50K.
40228,<=50K.
40229,>50K.
40230,<=50K.
40231,<=50K.
40232,<=50K.
40233,<=50K.
40234,>50K.
40235,<=50K.
40236,<=50K.
40237,<=50K.
40238,<=50K.
40239,>50K.
40240,>50K.
40241,<=50K.
40242,>50K.
40243,>50K.
40244,<=50K.
40245,<=50K.
40246,<=50K.
40247,<=50K.
40248,<=50K.
40249,<=50K.
40250,<=50K.
40251,>50K.
40252,>50K.
40253,>50K.
40254,<=50K.
40255,>50K.
40256,<=50K.
40257,>50K.
40258,<=50K.
40259,<=50K.
40260,<=50K.
40261,<=50K.
40262,<=50K.
40263,>50K.
40264,<=50K.
40265,>50K.
40266,<=50K.
40267,>50K.
40268,<=50K.
40269,>50K.
40270,>50K.
40271,>50K.
40272,<=50K.
40273,<=50K.
40274,<=50K.
40275,<=50K.
40276,<=50K.
40277,>50K.
40278,>50K.
40279,<=50K.
40280,<=50K.
40281,>50K.
40282,>50K.
40283,<=50K.
40284,<=50K.
40285,>50K.
40286,<=50K.
40287,<=50K.
40288,<=50K.
40289,>50K.
40290,<=50K.
40291,<=50K.
40292,<=50K.
40293,<=50K.
40294,<=50K.
40295,<=50K.
40296,<=50K.
40297,<=50K.
40298,<=50K.
40299,<=50K.
40300,<=50K.
40301,<=50K.
40302,<=50K.
40303,>50K.
40304,>50K.
40305,>50K.
40306,<=50K.
40307,<=50K.
40308,>50K.
40309,<=50K.
40310,<=50K.
40311,<=50K.
40312,>50K.
40313,<=50K.
40314,>50K.
40315,>50K.
40316,<=50K.
40317,<=50K.
40318,<=50K.
40319,<=50K.
40320,>50K.
40321,<=50K.
40322,<=50K.
40323,<=50K.
40324,<=50K.
40325,<=50K.
40326,<=50K.
40327,>50K.
40328,<=50K.
40329,>50K.
40330,>50K.
40331,<=50K.
40332,>50K.
40333,<=50K.
40334,<=50K.
40335,<=50K.
40336,<=50K.
40337,<=50K.
40338,>50K.
40339,>50K.
40340,<=50K.
40341,<=50K.
40342,<=50K.
40343,<=50K.
40344,<=50K.
40345,<=50K.
40346,<=50K.
40347,<=50K.
40348,<=50K.
40349,>50K.
40350,<=50K.
40351,<=50K.
40352,<=50K.
40353,<=50K.
40354,<=50K.
40355,<=50K.
40356,<=50K.
40357,<=50K.
40358,<=50K.
40359,<=50K.
40360,<=50K.
40361,<=50K.
40362,<=50K.
40363,<=50K.
40364,<=50K.
40365,<=50K.
40366,>50K.
40367,<=50K.
40368,<=50K.
40369,<=50K.
40370,<=50K.
40371,<=50K.
40372,<=50K.
40373,<=50K.
40374,<=50K.
40375,<=50K.
40376,>50K.
40377,<=50K.
40378,<=50K.
40379,<=50K.
40380,>50K.
40381,<=50K.
40382,>50K.
40383,<=50K.
40384,<=50K.
40385,<=50K.
40386,<=50K.
40387,<=50K.
40388,<=50K.
40389,<=50K.
40390,<=50K.
40391,>50K.
40392,<=50K.
40393,<=50K.
40394,<=50K.
40395,<=50K.
40396,<=50K.
40397,<=50K.
40398,<=50K.
40399,<=50K.
40400,<=50K.
40401,<=50K.
40402,<=50K.
40403,<=50K.
40404,<=50K.
40405,<=50K.
40406,<=50K.
40407,<=50K.
40408,<=50K.
40409,<=50K.
40410,>50K.
40411,>50K.
40412,<=50K.
40413,<=50K.
40414,<=50K.
40415,<=50K.
40416,<=50K.
40417,<=50K.
40418,<=50K.
40419,>50K.
40420,>50K.
40421,<=50K.
40422,<=50K.
40423,<=50K.
40424,<=50K.
40425,<=50K.
40426,<=50K.
40427,>50K.
40428,>50K.
40429,<=50K.
40430,<=50K.
40431,<=50K.
40432,<=50K.
40433,<=50K.
40434,<=50K.
40435,<=50K.
40436,<=50K.
40437,<=50K.
40438,<=50K.
40439,<=50K.
40440,<=50K.
40441,>50K.
40442,<=50K.
40443,<=50K.
40444,<=50K.
40445,>50K.
40446,<=50K.
40447,<=50K.
40448,<=50K.
40449,>50K.
40450,>50K.
40451,<=50K.
40452,<=50K.
40453,<=50K.
40454,>50K.
40455,<=50K.
40456,<=50K.
40457,<=50K.
40458,<=50K.
40459,<=50K.
40460,>50K.
40461,>50K.
40462,<=50K.
40463,<=50K.
40464,<=50K.
40465,<=50K.
40466,<=50K.
40467,<=50K.
40468,<=50K.
40469,<=50K.
40470,<=50K.
40471,>50K.
40472,>50K.
40473,<=50K.
40474,>50K.
40475,>50K.
40476,<=50K.
40477,>50K.
40478,<=50K.
40479,<=50K.
40480,>50K.
40481,<=50K.
40482,<=50K.
40483,>50K.
40484,<=50K.
40485,<=50K.
40486,<=50K.
40487,<=50K.
40488,<=50K.
40489,>50K.
40490,<=50K.
40491,>50K.
40492,<=50K.
40493,>50K.
40494,>50K.
40495,<=50K.
40496,<=50K.
40497,<=50K.
40498,<=50K.
40499,<=50K.
40500,<=50K.
40501,<=50K.
40502,>50K.
40503,<=50K.
40504,<=50K.
40505,>50K.
40506,<=50K.
40507,<=50K.
40508,<=50K.
40509,<=50K.
40510,>50K.
40511,<=50K.
40512,<=50K.
40513,<=50K.
40514,<=50K.
40515,<=50K.
40516,>50K.
40517,<=50K.
40518,<=50K.
40519,<=50K.
40520,>50K.
40521,<=50K.
40522,<=50K.
40523,>50K.
40524,<=50K.
40525,<=50K.
40526,<=50K.
40527,>50K.
40528,<=50K.
40529,<=50K.
40530,<=50K.
40531,<=50K.
40532,>50K.
40533,<=50K.
40534,<=50K.
40535,<=50K.
40536,<=50K.
40537,<=50K.
40538,<=50K.
40539,<=50K.
40540,<=50K.
40541,<=50K.
40542,<=50K.
40543,>50K.
40544,<=50K.
40545,<=50K.
40546,<=50K.
40547,<=50K.
40548,<=50K.
40549,<=50K.
40550,<=50K.
40551,<=50K.
40552,<=50K.
40553,>50K.
40554,<=50K.
40555,<=50K.
40556,<=50K.
40557,<=50K.
40558,<=50K.
40559,<=50K.
40560,>50K.
40561,<=50K.
40562,<=50K.
40563,<=50K.
40564,<=50K.
40565,<=50K.
40566,<=50K.
40567,>50K.
40568,<=50K.
40569,<=50K.
40570,<=50K.
40571,>50K.
40572,<=50K.
40573,<=50K.
40574,<=50K.
40575,>50K.
40576,<=50K.
40577,<=50K.
40578,>50K.
40579,>50K.
40580,<=50K.
40581,>50K.
40582,>50K.
40583,<=50K.
40584,<=50K.
40585,<=50K.
40586,<=50K.
40587,>50K.
40588,<=50K.
40589,<=50K.
40590,<=50K.
40591,<=50K.
40592,<=50K.
40593,<=50K.
40594,>50K.
40595,<=50K.
40596,<=50K.
40597,<=50K.
40598,<=50K.
40599,>50K.
40600,<=50K.
40601,<=50K.
40602,<=50K.
40603,<=50K.
40604,<=50K.
40605,<=50K.
40606,<=50K.
40607,<=50K.
40608,<=50K.
40609,<=50K.
40610,<=50K.
40611,>50K.
40612,<=50K.
40613,>50K.
40614,<=50K.
40615,<=50K.
40616,<=50K.
40617,<=50K.
40618,>50K.
40619,<=50K.
40620,>50K.
40621,<=50K.
40622,<=50K.
40623,<=50K.
40624,>50K.
40625,<=50K.
40626,>50K.
40627,>50K.
40628,<=50K.
40629,<=50K.
40630,<=50K.
40631,>50K.
40632,>50K.
40633,<=50K.
40634,>50K.
40635,<=50K.
40636,<=50K.
40637,>50K.
40638,<=50K.
40639,<=50K.
40640,<=50K.
40641,<=50K.
40642,<=50K.
40643,<=50K.
40644,>50K.
40645,<=50K.
40646,<=50K.
40647,<=50K.
40648,<=50K.
40649,<=50K.
40650,>50K.
40651,<=50K.
40652,<=50K.
40653,<=50K.
40654,<=50K.
40655,<=50K.
40656,>50K.
40657,<=50K.
40658,>50K.
40659,<=50K.
40660,<=50K.
40661,>50K.
40662,<=50K.
40663,<=50K.
40664,<=50K.
40665,<=50K.
40666,<=50K.
40667,>50K.
40668,<=50K.
40669,<=50K.
40670,>50K.
40671,<=50K.
40672,>50K.
40673,<=50K.
40674,<=50K.
40675,>50K.
40676,<=50K.
40677,>50K.
40678,<=50K.
40679,<=50K.
40680,<=50K.
40681,<=50K.
40682,<=50K.
40683,<=50K.
40684,>50K.
40685,<=50K.
40686,>50K.
40687,<=50K.
40688,>50K.
40689,>50K.
40690,<=50K.
40691,<=50K.
40692,<=50K.
40693,<=50K.
40694,>50K.
40695,<=50K.
40696,<=50K.
40697,<=50K.
40698,<=50K.
40699,>50K.
40700,<=50K.
40701,<=50K.
40702,<=50K.
40703,<=50K.
40704,<=50K.
40705,<=50K.
40706,<=50K.
40707,<=50K.
40708,<=50K.
40709,<=50K.
40710,<=50K.
40711,>50K.
40712,>50K.
40713,<=50K.
40714,<=50K.
40715,<=50K.
40716,<=50K.
40717,<=50K.
40718,<=50K.
40719,<=50K.
40720,<=50K.
40721,<=50K.
40722,<=50K.
40723,<=50K.
40724,<=50K.
40725,<=50K.
40726,<=50K.
40727,<=50K.
40728,<=50K.
40729,<=50K.
40730,>50K.
40731,<=50K.
40732,<=50K.
40733,<=50K.
40734,<=50K.
40735,>50K.
40736,>50K.
40737,>50K.
40738,<=50K.
40739,<=50K.
40740,<=50K.
40741,<=50K.
40742,<=50K.
40743,<=50K.
40744,<=50K.
40745,<=50K.
40746,<=50K.
40747,<=50K.
40748,<=50K.
40749,<=50K.
40750,<=50K.
40751,<=50K.
40752,<=50K.
40753,<=50K.
40754,<=50K.
40755,<=50K.
40756,>50K.
40757,<=50K.
40758,<=50K.
40759,<=50K.
40760,>50K.
40761,<=50K.
40762,<=50K.
40763,<=50K.
40764,<=50K.
40765,<=50K.
40766,<=50K.
40767,<=50K.
40768,>50K.
40769,<=50K.
40770,<=50K.
40771,<=50K.
40772,<=50K.
40773,<=50K.
40774,<=50K.
40775,<=50K.
40776,<=50K.
40777,<=50K.
40778,>50K.
40779,<=50K.
40780,<=50K.
40781,<=50K.
40782,<=50K.
40783,<=50K.
40784,>50K.
40785,<=50K.
40786,<=50K.
40787,<=50K.
40788,>50K.
40789,<=50K.
40790,<=50K.
40791,<=50K.
40792,<=50K.
40793,>50K.
40794,<=50K.
40795,<=50K.
40796,<=50K.
40797,<=50K.
40798,<=50K.
40799,>50K.
40800,<=50K.
40801,>50K.
40802,<=50K.
40803,<=50K.
40804,<=50K.
40805,<=50K.
40806,<=50K.
40807,>50K.
40808,<=50K.
40809,<=50K.
40810,<=50K.
40811,<=50K.
40812,<=50K.
40813,<=50K.
40814,<=50K.
40815,<=50K.
40816,<=50K.
40817,<=50K.
40818,<=50K.
40819,<=50K.
40820,<=50K.
40821,>50K.
40822,<=50K.
40823,>50K.
40824,<=50K.
40825,<=50K.
40826,<=50K.
40827,>50K.
40828,<=50K.
40829,<=50K.
40830,<=50K.
40831,<=50K.
40832,>50K.
40833,<=50K.
40834,>50K.
40835,<=50K.
40836,<=50K.
40837,<=50K.
40838,<=50K.
40839,>50K.
40840,<=50K.
40841,<=50K.
40842,<=50K.
40843,<=50K.
40844,<=50K.
40845,>50K.
40846,<=50K.
40847,<=50K.
40848,<=50K.
40849,<=50K.
40850,<=50K.
40851,<=50K.
40852,>50K.
40853,>50K.
40854,>50K.
40855,<=50K.
40856,<=50K.
40857,<=50K.
40858,>50K.
40859,>50K.
40860,>50K.
40861,>50K.
40862,<=50K.
40863,<=50K.
40864,<=50K.
40865,<=50K.
40866,<=50K.
40867,<=50K.
40868,<=50K.
40869,<=50K.
40870,<=50K.
40871,<=50K.
40872,<=50K.
40873,<=50K.
40874,<=50K.
40875,>50K.
40876,<=50K.
40877,<=50K.
40878,<=50K.
40879,>50K.
40880,>50K.
40881,<=50K.
40882,<=50K.
40883,<=50K.
40884,<=50K.
40885,>50K.
